"Theme","IndDropdown","TimePeriod","Sex","Age","CategoryType","Category","SubCategory","Count","Denominator","Value","LCI","UCI","YAxisLabel","ValueNote"
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","East of England",NA,NA,79.8,79.4,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","London",NA,NA,78,77.6,78.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","North East",NA,NA,76.5,75.9,77.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","North West",NA,NA,76.3,75.9,76.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","South East",NA,NA,80.5,80.2,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","South West",NA,NA,80.3,79.9,80.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","West Midlands",NA,NA,77.6,77.2,78.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","Yorkshire and The Humber",NA,NA,77.5,77,78,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","East Midlands",NA,NA,79.6,79.1,80.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","East of England",NA,NA,80.9,80.4,81.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","London",NA,NA,79.5,79,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","North East",NA,NA,77.5,76.9,78.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","North West",NA,NA,78.2,77.8,78.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","South East",NA,NA,80.6,80.2,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","South West",NA,NA,80.9,80.4,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","West Midlands",NA,NA,78.4,77.9,78.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","Yorkshire and The Humber",NA,NA,78.9,78.4,79.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","East Midlands",NA,NA,80.4,79.9,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","East of England",NA,NA,80.6,80.1,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","London",NA,NA,80.1,79.7,80.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","North East",NA,NA,78.8,78.1,79.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","North West",NA,NA,79.6,79.2,80,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","South East",NA,NA,81.2,80.8,81.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","South West",NA,NA,81.5,81.1,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","West Midlands",NA,NA,79,78.5,79.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","Yorkshire and The Humber",NA,NA,79.6,79.1,80.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","East Midlands",NA,NA,80.7,80.2,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","East of England",NA,NA,81.3,80.9,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","London",NA,NA,80.8,80.4,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","North East",NA,NA,80.2,79.5,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","North West",NA,NA,80.5,80.1,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","South East",NA,NA,82.3,81.9,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","South West",NA,NA,81.5,81,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","West Midlands",NA,NA,80.3,79.9,80.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","Yorkshire and The Humber",NA,NA,80.2,79.7,80.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","East Midlands",NA,NA,81.5,81.1,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","East of England",NA,NA,82,81.6,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","London",NA,NA,81.9,81.5,82.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","North East",NA,NA,81.3,80.6,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","North West",NA,NA,80.6,80.2,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","South East",NA,NA,82.4,82,82.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","South West",NA,NA,82.1,81.7,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","West Midlands",NA,NA,80.9,80.5,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","Yorkshire and The Humber",NA,NA,80.8,80.4,81.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","East Midlands",NA,NA,82.3,81.8,82.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","East of England",NA,NA,83.2,82.7,83.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","London",NA,NA,83.1,82.7,83.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","North East",NA,NA,82.9,82.3,83.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","North West",NA,NA,82.3,81.9,82.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","South East",NA,NA,83.3,82.9,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","South West",NA,NA,82.6,82.1,83,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","West Midlands",NA,NA,82.3,81.8,82.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","Yorkshire and The Humber",NA,NA,82.1,81.7,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","East Midlands",NA,NA,77.4,76.8,77.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","East of England",NA,NA,79.7,79.2,80.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","London",NA,NA,80.4,80,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","North East",NA,NA,75.9,75.2,76.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","North West",NA,NA,75.8,75.4,76.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","South East",NA,NA,79.9,79.5,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","South West",NA,NA,79.8,79.3,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","West Midlands",NA,NA,77.3,76.9,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","Yorkshire and The Humber",NA,NA,76.6,76.1,77.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","East Midlands",NA,NA,79.1,78.6,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","East of England",NA,NA,81.3,80.8,81.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","London",NA,NA,81,80.6,81.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","North East",NA,NA,77.8,77.1,78.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","North West",NA,NA,76.9,76.5,77.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","South East",NA,NA,81.7,81.3,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","South West",NA,NA,82.1,81.6,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","West Midlands",NA,NA,78.4,78,78.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,78.3,77.8,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","East Midlands",NA,NA,80.5,80,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","East of England",NA,NA,82.5,82,82.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","London",NA,NA,82.2,81.7,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","North East",NA,NA,78,77.3,78.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","North West",NA,NA,78.4,78,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","South East",NA,NA,82.4,82.1,82.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","South West",NA,NA,82.7,82.3,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","West Midlands",NA,NA,79,78.6,79.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","Yorkshire and The Humber",NA,NA,79,78.5,79.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","East Midlands",NA,NA,81.8,81.3,82.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","East of England",NA,NA,82.8,82.4,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","London",NA,NA,82.8,82.4,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","North East",NA,NA,79.7,79,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","North West",NA,NA,79.1,78.7,79.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","South East",NA,NA,83.4,83,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","South West",NA,NA,83.5,83.1,84,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","West Midlands",NA,NA,80.4,80,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","Yorkshire and The Humber",NA,NA,80.2,79.7,80.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","East Midlands",NA,NA,82.1,81.6,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","East of England",NA,NA,83.5,83.1,83.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","London",NA,NA,83.4,83,83.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","North East",NA,NA,80.3,79.6,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","North West",NA,NA,80.7,80.3,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","South East",NA,NA,84.2,83.9,84.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","South West",NA,NA,84.2,83.8,84.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","West Midlands",NA,NA,81.9,81.4,82.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","Yorkshire and The Humber",NA,NA,81.1,80.6,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","East Midlands",NA,NA,82.5,82.1,83,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","East of England",NA,NA,84.3,83.9,84.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","London",NA,NA,83.9,83.5,84.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","North East",NA,NA,81.5,80.9,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","North West",NA,NA,81.7,81.3,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","South East",NA,NA,84.4,84.1,84.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","South West",NA,NA,84.6,84.2,85,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","West Midlands",NA,NA,82.7,82.3,83.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","Yorkshire and The Humber",NA,NA,82.8,82.4,83.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","East Midlands",NA,NA,83.6,83.1,84.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","East of England",NA,NA,84.2,83.8,84.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","London",NA,NA,84.2,83.8,84.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","North East",NA,NA,82.2,81.6,82.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","North West",NA,NA,83,82.6,83.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","South East",NA,NA,84.2,83.9,84.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","South West",NA,NA,84.8,84.4,85.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","West Midlands",NA,NA,82.9,82.4,83.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","Yorkshire and The Humber",NA,NA,83.3,82.8,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","East Midlands",NA,NA,84.2,83.8,84.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","East of England",NA,NA,85,84.6,85.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","London",NA,NA,84.7,84.3,85.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","North East",NA,NA,83.9,83.3,84.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","North West",NA,NA,84,83.6,84.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","South East",NA,NA,84.9,84.6,85.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","South West",NA,NA,84.7,84.3,85.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","West Midlands",NA,NA,83.6,83.2,84,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","Yorkshire and The Humber",NA,NA,83.8,83.3,84.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","East Midlands",NA,NA,84.9,84.5,85.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","East of England",NA,NA,85.4,85,85.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","London",NA,NA,85.5,85.1,85.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","North East",NA,NA,83.4,82.7,84.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","North West",NA,NA,84.1,83.7,84.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","South East",NA,NA,85.4,85.1,85.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","South West",NA,NA,85.1,84.7,85.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","West Midlands",NA,NA,84.3,83.9,84.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","Yorkshire and The Humber",NA,NA,84.7,84.3,85.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","East Midlands",NA,NA,85.9,85.4,86.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","East of England",NA,NA,86.2,85.7,86.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","London",NA,NA,86.4,86,86.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","North East",NA,NA,85.6,85.1,86.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","North West",NA,NA,85.4,85,85.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","South East",NA,NA,86.1,85.7,86.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","South West",NA,NA,86,85.6,86.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","West Midlands",NA,NA,85.9,85.5,86.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","Yorkshire and The Humber",NA,NA,85.2,84.7,85.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","East Midlands",NA,NA,72.65,72.08,73.22,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","East of England",NA,NA,73.9,73.43,74.38,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","London",NA,NA,75.58,75.13,76.03,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","North East",NA,NA,71.09,70.3,71.87,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","North West",NA,NA,71.08,70.62,71.54,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","South East",NA,NA,74.26,73.86,74.66,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","South West",NA,NA,74.16,73.65,74.66,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","West Midlands",NA,NA,72.13,71.62,72.65,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","Yorkshire and The Humber",NA,NA,71.95,71.42,72.48,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","East Midlands",NA,NA,74.4,73.85,74.96,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","East of England",NA,NA,76.72,76.25,77.19,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","London",NA,NA,76.71,76.25,77.18,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","North East",NA,NA,72.8,72.01,73.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","North West",NA,NA,72.91,72.47,73.36,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","South East",NA,NA,76.89,76.51,77.28,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","South West",NA,NA,77.83,77.33,78.33,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","West Midlands",NA,NA,74.06,73.57,74.55,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,73.81,73.29,74.33,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","East Midlands",NA,NA,76.31,75.78,76.85,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","East of England",NA,NA,78.54,78.08,79,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","London",NA,NA,77.28,76.85,77.71,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","North East",NA,NA,74.01,73.26,74.76,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","North West",NA,NA,73.65,73.2,74.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","South East",NA,NA,78.23,77.84,78.62,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","South West",NA,NA,78.1,77.59,78.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","West Midlands",NA,NA,74.18,73.68,74.68,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","Yorkshire and The Humber",NA,NA,74.94,74.42,75.45,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","East Midlands",NA,NA,77.49,76.96,78.03,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","East of England",NA,NA,79.24,78.79,79.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","London",NA,NA,78.24,77.8,78.68,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","North East",NA,NA,75.41,74.68,76.14,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","North West",NA,NA,75.27,74.83,75.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","South East",NA,NA,79.67,79.29,80.05,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","South West",NA,NA,79.48,79,79.96,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","West Midlands",NA,NA,75.98,75.48,76.48,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","Yorkshire and The Humber",NA,NA,76.28,75.74,76.82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","East Midlands",NA,NA,78.12,77.63,78.61,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","East of England",NA,NA,79.92,79.49,80.35,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","London",NA,NA,78.98,78.52,79.43,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","North East",NA,NA,76.77,76.03,77.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","North West",NA,NA,76.5,76.06,76.93,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","South East",NA,NA,79.75,79.37,80.13,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","South West",NA,NA,80.78,80.31,81.24,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","West Midlands",NA,NA,77.85,77.33,78.37,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","Yorkshire and The Humber",NA,NA,78.01,77.51,78.51,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","06","East Midlands",NA,NA,79.77,79.3,80.24,"Life expectancy (years)",NA
